Geneid	Length
LOC_Os01g11660	1296
LOC_Os01g11670	1632
LOC_Os01g11680	1110
LOC_Os01g11690	261
LOC_Os01g11700	1625
LOC_Os01g11704	162
LOC_Os01g11710	1858
LOC_Os01g11720	972
LOC_Os01g11730	1590
LOC_Os01g11740	1727
LOC_Os01g11750	1149
LOC_Os01g11760	1382
LOC_Os01g11770	480
LOC_Os01g11780	648
LOC_Os01g11790	1430
LOC_Os01g11800	159
LOC_Os01g11810	1772
LOC_Os01g11820	1023
LOC_Os01g11830	1050
LOC_Os01g11840	1101
LOC_Os01g11850	1383
LOC_Os01g11860	1502
LOC_Os01g11870	501
LOC_Os01g11880	2158
LOC_Os01g11900	6474
LOC_Os01g11910	2154
LOC_Os01g11920	7547
LOC_Os01g11930	150
LOC_Os01g11940	1240
LOC_Os01g11946	2947
LOC_Os01g11952	3659
LOC_Os01g11960	2047
LOC_Os01g11970	984
LOC_Os01g11980	805
LOC_Os01g11990	1397
LOC_Os01g12000	1229
LOC_Os01g12010	243
LOC_Os01g12020	1969
LOC_Os01g12030	1923
LOC_Os01g12040	4746
LOC_Os01g12060	447
LOC_Os01g12070	2353
LOC_Os01g12080	2132
LOC_Os01g12090	621
LOC_Os01g12100	483
LOC_Os01g12110	927
LOC_Os01g12120	213
LOC_Os01g12130	794
LOC_Os01g12140	366
LOC_Os01g12150	432
LOC_Os01g12160	3401
LOC_Os01g12170	789
LOC_Os01g12180	1905
LOC_Os01g12190	734
LOC_Os01g12200	1218
LOC_Os01g12210	1925
LOC_Os01g12220	801
LOC_Os01g12230	924
LOC_Os01g12240	384
LOC_Os01g12250	1479
LOC_Os01g12260	1335
LOC_Os01g12270	264
LOC_Os01g12280	3133
LOC_Os01g12290	2328
LOC_Os01g12300	785
LOC_Os01g12304	1197
LOC_Os01g12310	396
LOC_Os01g12320	1568
LOC_Os01g12330	2232
LOC_Os01g12340	6243
LOC_Os01g12350	3117
LOC_Os01g12360	6084
LOC_Os01g12374	990
LOC_Os01g12381	915
LOC_Os01g12390	2389
LOC_Os01g12400	2692
LOC_Os01g12410	2289
LOC_Os01g12420	2657
LOC_Os01g12430	2690
LOC_Os01g12440	1833
LOC_Os01g12460	981
LOC_Os01g12464	756
LOC_Os01g12470	1411
LOC_Os01g12480	920
LOC_Os01g12490	2211
LOC_Os01g12500	384
LOC_Os01g12510	213
LOC_Os01g12520	969
LOC_Os01g12530	4333
LOC_Os01g12540	3336
LOC_Os01g12550	2023
LOC_Os01g12560	1376
LOC_Os01g12570	1625
LOC_Os01g12580	1255
LOC_Os01g12590	6111
LOC_Os01g12600	3376
LOC_Os01g12610	390
LOC_Os01g12630	327
LOC_Os01g12640	1650
LOC_Os01g12650	1301
LOC_Os01g12660	2967
LOC_Os01g12670	2419
LOC_Os01g12680	3228
LOC_Os01g12690	1473
LOC_Os01g12700	1077
LOC_Os01g12710	2276
LOC_Os01g12720	2306
LOC_Os01g12730	1407
LOC_Os01g12740	2005
LOC_Os01g12750	1890
LOC_Os01g12760	1735
LOC_Os01g12770	1850
LOC_Os01g12780	507
LOC_Os01g12790	3756
LOC_Os01g12800	1044
LOC_Os01g12810	2856
LOC_Os01g12820	1914
LOC_Os01g12830	2177
LOC_Os01g12840	3118
LOC_Os01g12850	288
LOC_Os01g12860	3786
LOC_Os01g12870	1944
LOC_Os01g12880	2687
LOC_Os01g12890	4300
LOC_Os01g12900	1653
LOC_Os01g12910	795
LOC_Os01g12920	725
LOC_Os01g12930	4179
LOC_Os01g12940	912
LOC_Os01g12950	3299
LOC_Os01g12990	627
LOC_Os01g13000	1861
LOC_Os01g13010	219
LOC_Os01g13020	726
LOC_Os01g13024	1024
LOC_Os01g13030	1658
LOC_Os01g13040	886
LOC_Os01g13050	477
LOC_Os01g13060	3388
LOC_Os01g13070	1329
LOC_Os01g13080	739
LOC_Os01g13090	1402
LOC_Os01g13100	2033
LOC_Os01g13120	1217
LOC_Os01g13130	1269
LOC_Os01g13140	1716
LOC_Os01g13150	3469
LOC_Os01g13160	2851
LOC_Os01g13170	1865
LOC_Os01g13180	1389
LOC_Os01g13190	1840
LOC_Os01g13200	2015
LOC_Os01g13210	1417
LOC_Os01g13229	2046
LOC_Os01g13250	549
LOC_Os01g13260	2104
LOC_Os01g13270	2066
LOC_Os01g13280	1721
LOC_Os01g13285	410
LOC_Os01g13300	2222
LOC_Os01g13310	1266
LOC_Os01g13320	2017
LOC_Os01g13330	351
LOC_Os01g13350	2645
LOC_Os01g13340	996
LOC_Os01g13360	2669
LOC_Os01g13370	1783
LOC_Os01g13380	435
LOC_Os01g13390	1082
LOC_Os01g13404	2398
LOC_Os01g13420	1042
LOC_Os01g13425	1983
LOC_Os01g13430	3668
LOC_Os01g13440	824
LOC_Os01g13450	717
LOC_Os01g13460	2633
LOC_Os01g13470	2712
LOC_Os01g13480	1532
LOC_Os01g13490	1216
LOC_Os01g13500	288
LOC_Os01g13510	240
LOC_Os01g13520	2859
LOC_Os01g13530	1738
LOC_Os01g13540	3360
LOC_Os01g13550	1862
LOC_Os01g13560	1116
LOC_Os01g13570	1234
LOC_Os01g13590	366
LOC_Os01g13600	570
LOC_Os01g13610	1332
LOC_Os01g13620	3438
LOC_Os01g13630	1140
LOC_Os01g13640	630
LOC_Os01g13650	402
LOC_Os01g13660	1432
LOC_Os01g13670	345
LOC_Os01g13680	240
LOC_Os01g13690	2011
LOC_Os01g13700	885
LOC_Os01g13710	2375
LOC_Os01g13720	713
LOC_Os01g13730	1948
LOC_Os01g13740	2599
LOC_Os01g13760	5257
LOC_Os01g13770	2229
LOC_Os01g13780	1251
LOC_Os01g13800	3761
LOC_Os01g13810	1296
LOC_Os01g13820	4224
LOC_Os01g13830	1329
LOC_Os01g13840	591
LOC_Os01g13850	729
LOC_Os01g13860	681
LOC_Os01g13870	1284
LOC_Os01g13880	732
LOC_Os01g13890	5178
LOC_Os01g13900	1254
LOC_Os01g13910	1125
LOC_Os01g13920	423
LOC_Os01g13930	1599
LOC_Os01g13940	2007
LOC_Os01g13950	691
LOC_Os01g13960	1875
LOC_Os01g13970	3420
LOC_Os01g13980	765
LOC_Os01g13990	891
LOC_Os01g14000	177
LOC_Os01g14010	2115
LOC_Os01g14020	1075
LOC_Os01g14030	1240
LOC_Os01g14040	965
LOC_Os01g14050	2559
LOC_Os01g14060	807
LOC_Os01g14070	750
LOC_Os01g14080	1540
LOC_Os01g14090	1848
LOC_Os01g14100	3247
LOC_Os01g14110	654
LOC_Os01g14120	348
LOC_Os01g14130	966
LOC_Os01g14140	766
LOC_Os01g14160	1137
LOC_Os01g14170	1527
LOC_Os01g14180	1346
LOC_Os01g14190	2079
LOC_Os01g14200	7542
LOC_Os01g14210	894
LOC_Os01g14220	1631
LOC_Os01g14230	936
LOC_Os01g14240	228
LOC_Os01g14250	873
LOC_Os01g14260	2916
LOC_Os01g14270	1887
LOC_Os01g14280	1137
LOC_Os01g14290	1209
LOC_Os01g14300	855
LOC_Os01g14310	1200
LOC_Os01g14320	1149
LOC_Os01g14330	855
LOC_Os01g14340	1709
LOC_Os01g14360	255
LOC_Os01g14370	4518
LOC_Os01g14380	213
LOC_Os01g14390	1200
LOC_Os01g14400	495
LOC_Os01g14410	958
LOC_Os01g14420	1390
LOC_Os01g14430	712
LOC_Os01g14440	2114
LOC_Os01g14450	3663
LOC_Os01g14460	861
LOC_Os01g14470	1011
LOC_Os01g14479	120
LOC_Os01g14490	2616
LOC_Os01g14510	1769
LOC_Os01g14514	844
LOC_Os01g14520	2758
LOC_Os01g14530	908
LOC_Os01g14540	1056
LOC_Os01g14550	1042
LOC_Os01g14570	2511
LOC_Os01g14580	2344
LOC_Os01g14590	1524
LOC_Os01g14610	1369
LOC_Os01g14620	387
LOC_Os01g14630	1386
LOC_Os01g14640	639
LOC_Os01g14650	1041
LOC_Os01g14660	805
LOC_Os01g14670	1106
LOC_Os01g14690	2196
LOC_Os01g14700	462
LOC_Os01g14710	534
LOC_Os01g14720	1209
LOC_Os01g14730	801
LOC_Os01g14750	273
LOC_Os01g14760	875
LOC_Os01g14770	7136
LOC_Os01g14780	645
LOC_Os01g14790	967
LOC_Os01g14800	456
LOC_Os01g14810	2856
LOC_Os01g14820	2015
LOC_Os01g14830	1443
LOC_Os01g14840	2651
LOC_Os01g14850	1009
LOC_Os01g14860	3065
LOC_Os01g14870	1723
LOC_Os01g14880	243
LOC_Os01g14890	1315
LOC_Os01g14900	1892
LOC_Os01g14910	195
LOC_Os01g14920	1225
LOC_Os01g14926	1660
LOC_Os01g14932	2826
LOC_Os01g14940	534
LOC_Os01g14950	2193
LOC_Os01g14960	1188
LOC_Os01g14970	1351
LOC_Os01g14980	823
LOC_Os01g14990	846
LOC_Os01g15000	2738
LOC_Os01g15010	1233
LOC_Os01g15020	4196
LOC_Os01g15029	676
LOC_Os01g15039	2183
LOC_Os01g15060	681
LOC_Os01g15070	261
LOC_Os01g15080	318
LOC_Os01g15090	255
LOC_Os01g15100	525
LOC_Os01g15110	1812
LOC_Os01g15120	1352
LOC_Os01g15130	1373
LOC_Os01g15139	801
LOC_Os01g15150	372
LOC_Os01g15170	567
LOC_Os01g15180	4350
LOC_Os01g15190	2103
LOC_Os01g15200	381
LOC_Os01g15210	1182
LOC_Os01g15220	606
LOC_Os01g15229	801
LOC_Os01g15240	708
LOC_Os01g15250	1368
LOC_Os01g15260	981
LOC_Os01g15270	898
LOC_Os01g15280	1958
LOC_Os01g15290	944
LOC_Os01g15300	3503
LOC_Os01g15310	993
LOC_Os01g15320	736
LOC_Os01g15330	369
LOC_Os01g15340	893
LOC_Os01g15350	2323
LOC_Os01g15360	465
LOC_Os01g15370	219
LOC_Os01g15380	2292
LOC_Os01g15390	1174
LOC_Os01g15399	2728
LOC_Os01g15410	312
LOC_Os01g15420	456
LOC_Os01g15429	222
LOC_Os01g15438	222
LOC_Os01g15448	714
LOC_Os01g15460	2410
LOC_Os01g15470	2848
LOC_Os01g15480	4784
LOC_Os01g15490	2660
LOC_Os01g15500	369
LOC_Os01g15510	1110
LOC_Os01g15520	1516
LOC_Os01g15530	2060
LOC_Os01g15540	2382
LOC_Os01g15550	852
LOC_Os01g15560	426
LOC_Os01g15570	240
LOC_Os01g15580	4378
LOC_Os01g15590	468
LOC_Os01g15600	1304
LOC_Os01g15610	285
LOC_Os01g15620	3561
LOC_Os01g15630	2407
LOC_Os01g15640	2005
LOC_Os01g15650	2712
LOC_Os01g15660	2622
LOC_Os01g15669	1383
LOC_Os01g15680	943
LOC_Os01g15690	4635
LOC_Os01g15700	903
LOC_Os01g15709	1383
LOC_Os01g15720	2832
LOC_Os01g15730	1113
LOC_Os01g15740	1115
LOC_Os01g15750	3096
LOC_Os01g15760	5457
LOC_Os01g15770	1139
LOC_Os01g15780	2543
LOC_Os01g15790	2410
LOC_Os01g15800	729
LOC_Os01g15810	1349
LOC_Os01g15819	141
LOC_Os01g15830	1501
LOC_Os01g15840	3783
LOC_Os01g15850	1559
LOC_Os01g15860	3186
LOC_Os01g15880	1551
LOC_Os01g15890	2637
LOC_Os01g15900	2228
LOC_Os01g15910	2262
LOC_Os01g15920	207
LOC_Os01g15934	1662
LOC_Os01g15950	276
LOC_Os01g15960	330
LOC_Os01g15970	919
LOC_Os01g15979	849
LOC_Os01g15990	2107
LOC_Os01g16000	2143
LOC_Os01g16010	1277
LOC_Os01g16020	1619
LOC_Os01g16030	1565
LOC_Os01g16040	2029
LOC_Os01g16050	3555
LOC_Os01g16060	3105
LOC_Os01g16070	366
LOC_Os01g16080	1245
LOC_Os01g16090	1895
LOC_Os01g16100	1489
LOC_Os01g16110	3440
LOC_Os01g16120	1024
LOC_Os01g16124	2932
LOC_Os01g16130	2027
LOC_Os01g16140	252
LOC_Os01g16146	1162
LOC_Os01g16152	1198
LOC_Os01g16160	4917
LOC_Os01g16170	2519
LOC_Os01g16180	5051
LOC_Os01g16190	1339
LOC_Os01g16200	1272
LOC_Os01g16210	1336
LOC_Os01g16220	1693
LOC_Os01g16230	1191
LOC_Os01g16240	810
LOC_Os01g16250	756
LOC_Os01g16260	2280
LOC_Os01g16270	3807
LOC_Os01g16280	276
LOC_Os01g16290	3119
LOC_Os01g16300	285
LOC_Os01g16310	3111
LOC_Os01g16320	1302
LOC_Os01g16330	1656
LOC_Os01g16340	1204
LOC_Os01g16350	1781
LOC_Os01g16354	2264
LOC_Os01g16360	243
LOC_Os01g16370	3457
LOC_Os01g16380	975
LOC_Os01g16390	2997
LOC_Os01g16400	3036
LOC_Os01g16414	2336
LOC_Os01g16430	1252
LOC_Os01g16440	375
LOC_Os01g16450	1679
LOC_Os01g16460	807
LOC_Os01g16470	2057
LOC_Os01g16480	2331
LOC_Os01g16490	1248
LOC_Os01g16500	4542
LOC_Os01g16510	1201
LOC_Os01g16520	2492
LOC_Os01g16530	1287
LOC_Os01g16540	1772
LOC_Os01g16550	261
LOC_Os01g16560	771
LOC_Os01g16570	1020
LOC_Os01g16580	2214
LOC_Os01g16590	408
LOC_Os01g16600	1618
LOC_Os01g16610	675
LOC_Os01g16620	1791
LOC_Os01g16630	477
LOC_Os01g16640	231
LOC_Os01g16650	888
LOC_Os01g16660	2259
LOC_Os01g16670	1948
LOC_Os01g16680	1531
LOC_Os01g16690	1692
LOC_Os01g16700	1191
LOC_Os01g16714	1384
LOC_Os01g16730	3458
LOC_Os01g16740	3639
LOC_Os01g16750	1236
LOC_Os01g16760	468
LOC_Os01g16770	798
LOC_Os01g16780	2787
LOC_Os01g16790	5538
LOC_Os01g16800	435
LOC_Os01g16810	1657
LOC_Os01g16820	3894
LOC_Os01g16830	1446
LOC_Os01g16840	1002
LOC_Os01g16850	6711
LOC_Os01g16860	2673
LOC_Os01g16870	3133
LOC_Os01g16880	2871
LOC_Os01g16890	1285
LOC_Os01g16900	1851
LOC_Os01g16910	1398
LOC_Os01g16920	966
LOC_Os01g16930	1605
LOC_Os01g16940	1232
LOC_Os01g16950	1526
LOC_Os01g16960	2445
LOC_Os01g16970	2487
LOC_Os01g16980	712
LOC_Os01g16990	547
LOC_Os01g17000	2256
LOC_Os01g17010	3708
LOC_Os01g17020	1207
LOC_Os01g17030	453
LOC_Os01g17040	636
LOC_Os01g17050	1023
LOC_Os01g17060	2302
LOC_Os01g17065	379
LOC_Os01g17070	2178
LOC_Os01g17080	1275
LOC_Os01g17090	342
LOC_Os01g17100	336
LOC_Os01g17110	357
LOC_Os01g17120	3366
LOC_Os01g17130	1929
LOC_Os01g17150	715
LOC_Os01g17160	3254
LOC_Os01g17170	2335
LOC_Os01g17180	2066
LOC_Os01g17190	922
LOC_Os01g17214	1791
LOC_Os01g17240	2379
LOC_Os01g17250	1142
LOC_Os01g17260	2043
LOC_Os01g17279	1901
LOC_Os01g17300	1444
LOC_Os01g17310	1299
LOC_Os01g17320	2265
LOC_Os01g17330	1288
LOC_Os01g17360	4752
LOC_Os01g17370	2295
LOC_Os01g17380	327
LOC_Os01g17390	2375
LOC_Os01g17396	1704
LOC_Os01g17402	1862
LOC_Os01g17410	213
LOC_Os01g17420	501
LOC_Os01g17430	3419
LOC_Os01g17440	1104
LOC_Os01g17450	2610
LOC_Os01g17460	5892
LOC_Os01g17470	1162
LOC_Os01g17970	594
LOC_Os01g17980	855
LOC_Os01g17990	1173
LOC_Os01g18000	4224
LOC_Os01g18010	249
LOC_Os01g18020	456
LOC_Os01g18030	939
LOC_Os01g18040	5331
LOC_Os01g18050	2913
LOC_Os01g18060	3087
LOC_Os01g18070	1254
LOC_Os01g18080	1950
LOC_Os01g18090	574
LOC_Os01g18100	1956
LOC_Os01g18110	1063
LOC_Os01g18120	1467
LOC_Os01g18130	324
LOC_Os01g18140	821
LOC_Os01g18150	1104
LOC_Os01g18160	366
LOC_Os01g18170	1304
LOC_Os01g18180	2493
LOC_Os01g18190	1560
LOC_Os01g18200	684
LOC_Os01g18210	1167
LOC_Os01g18220	1741
LOC_Os01g18230	669
LOC_Os01g18240	2235
LOC_Os01g18250	792
LOC_Os01g18260	2853
LOC_Os01g18270	3228
LOC_Os01g18280	1811
LOC_Os01g18290	2865
LOC_Os01g18300	387
LOC_Os01g18310	441
LOC_Os01g18320	2013
LOC_Os01g18330	276
LOC_Os01g18340	468
LOC_Os01g18350	237
LOC_Os01g18360	997
LOC_Os01g18370	573
LOC_Os01g18375	225
LOC_Os01g18390	873
LOC_Os01g18400	1056
LOC_Os01g18410	663
LOC_Os01g18420	723
LOC_Os01g18440	921
LOC_Os01g18450	243
LOC_Os01g18460	366
LOC_Os01g18470	4038
LOC_Os01g18480	5019
LOC_Os01g18490	291
LOC_Os01g18500	243
LOC_Os01g18510	1767
LOC_Os01g18520	3522
LOC_Os01g18530	399
LOC_Os01g18540	150
LOC_Os01g18550	1530
LOC_Os01g18560	387
LOC_Os01g18570	3117
LOC_Os01g18584	1832
LOC_Os01g18610	459
LOC_Os01g18620	1869
LOC_Os01g18630	2177
LOC_Os01g18640	2315
LOC_Os01g18650	2253
LOC_Os01g18660	1778
LOC_Os01g18670	3858
LOC_Os01g18680	723
LOC_Os01g18690	1770
LOC_Os01g18700	1227
LOC_Os01g18710	570
LOC_Os01g18720	498
LOC_Os01g18730	1083
LOC_Os01g18744	1659
LOC_Os01g18760	1515
LOC_Os01g18770	600
LOC_Os01g18780	882
LOC_Os01g18790	336
LOC_Os01g18800	2688
LOC_Os01g18810	1128
LOC_Os01g18830	447
LOC_Os01g18840	1027
LOC_Os01g18850	3797
LOC_Os01g18860	1689
LOC_Os01g18870	1629
LOC_Os01g18880	4437
LOC_Os01g18890	768
LOC_Os01g18900	297
LOC_Os01g18910	885
LOC_Os01g18920	2397
LOC_Os01g18930	1026
LOC_Os01g18940	681
LOC_Os01g18950	1005
LOC_Os01g18960	447
LOC_Os01g18970	1038
LOC_Os01g18980	318
LOC_Os01g18990	855
LOC_Os01g19000	3807
LOC_Os01g19010	477
LOC_Os01g19020	1421
LOC_Os01g19030	1518
LOC_Os01g19040	2550
LOC_Os01g19050	2880
LOC_Os01g19060	366
LOC_Os01g19070	912
LOC_Os01g19080	429
LOC_Os01g19090	993
LOC_Os01g19100	4266
LOC_Os01g19110	1269
LOC_Os01g19120	1604
LOC_Os01g19130	1676
LOC_Os01g19140	1397
LOC_Os01g19160	1602
LOC_Os01g19150	2430
LOC_Os01g19170	1666
LOC_Os01g19180	444
LOC_Os01g19190	5553
LOC_Os01g19200	3054
LOC_Os01g19210	2481
LOC_Os01g19220	2820
LOC_Os01g19230	564
LOC_Os01g19240	1077
LOC_Os01g19250	315
LOC_Os01g19260	1927
LOC_Os01g19270	981
LOC_Os01g19280	1360
LOC_Os01g19290	1729
LOC_Os01g19300	246
LOC_Os01g19310	1329
LOC_Os01g19320	411
LOC_Os01g19330	1098
LOC_Os01g19340	420
LOC_Os01g19350	405
LOC_Os01g19360	3426
LOC_Os01g19370	768
LOC_Os01g19380	1386
LOC_Os01g19390	1362
LOC_Os01g19400	741
LOC_Os01g19410	1650
LOC_Os01g19420	900
LOC_Os01g19430	843
LOC_Os01g19440	1008
LOC_Os01g19450	2503
LOC_Os01g19460	3396
LOC_Os01g19470	4013
LOC_Os01g19480	2790
LOC_Os01g19490	2378
LOC_Os01g19500	276
LOC_Os01g19510	177
LOC_Os01g19529	1694
LOC_Os01g19548	2304
LOC_Os01g19570	396
LOC_Os01g19580	675
LOC_Os01g19590	2187
LOC_Os01g19600	3057
LOC_Os01g19610	1943
LOC_Os01g19620	2226
LOC_Os01g19630	2003
LOC_Os01g19640	957
LOC_Os01g19650	5808
LOC_Os01g19660	2343
LOC_Os01g19670	468
LOC_Os01g19680	654
LOC_Os01g19694	1619
LOC_Os01g19710	2250
LOC_Os01g19720	2625
LOC_Os01g19724	511
LOC_Os01g19730	363
LOC_Os01g19740	741
LOC_Os01g19750	1247
LOC_Os01g19760	3752
LOC_Os01g19770	1130
LOC_Os01g19780	771
LOC_Os01g19790	345
LOC_Os01g19800	915
LOC_Os01g19820	1080
LOC_Os01g19830	180
LOC_Os01g19840	551
LOC_Os01g19850	2391
LOC_Os01g19860	351
LOC_Os01g19870	3204
LOC_Os01g19880	764
LOC_Os01g19894	5877
LOC_Os01g19910	531
LOC_Os01g19920	1260
LOC_Os01g19930	1032
LOC_Os01g19940	996
LOC_Os01g19950	297
LOC_Os01g19960	3369
LOC_Os01g19970	1297
LOC_Os01g19980	384
LOC_Os01g19990	920
LOC_Os01g20000	249
LOC_Os01g20010	267
LOC_Os01g20020	225
LOC_Os01g20030	738
LOC_Os01g20040	903
LOC_Os01g20050	696
LOC_Os01g20060	468
LOC_Os01g20070	342
LOC_Os01g20080	1644
LOC_Os01g20090	2997
LOC_Os01g20100	354
LOC_Os01g20110	1810
LOC_Os01g20120	1928
LOC_Os01g20130	3198
LOC_Os01g20140	495
LOC_Os01g20150	2553
LOC_Os01g20160	2164
LOC_Os01g20170	756
LOC_Os01g20190	3183
LOC_Os01g20200	3330
LOC_Os01g20202	321
LOC_Os01g20204	468
LOC_Os01g20206	804
LOC_Os01g20208	277
LOC_Os01g20700	1032
LOC_Os01g20710	747
LOC_Os01g20720	3243
LOC_Os01g20730	1130
LOC_Os01g20740	2301
LOC_Os01g20750	501
LOC_Os01g20760	3888
LOC_Os01g20770	678
LOC_Os01g20780	919
LOC_Os01g20800	252
LOC_Os01g20810	429
LOC_Os01g20820	276
LOC_Os01g20830	1519
LOC_Os01g20840	2295
LOC_Os01g20850	282
LOC_Os01g20860	2976
LOC_Os01g20870	348
LOC_Os01g20880	2968
LOC_Os01g20890	2396
LOC_Os01g20894	457
LOC_Os01g20900	3317
LOC_Os01g20910	945
LOC_Os01g20920	363
LOC_Os01g20930	771
LOC_Os01g20940	3533
LOC_Os01g20950	1407
LOC_Os01g20960	204
LOC_Os01g20970	591
LOC_Os01g20980	2190
LOC_Os01g20990	2502
LOC_Os01g21000	810
LOC_Os01g21010	804
LOC_Os01g21020	411
LOC_Os01g21034	2632
LOC_Os01g21050	669
LOC_Os01g21060	306
LOC_Os01g21070	2103
LOC_Os01g21080	609
LOC_Os01g21090	1797
LOC_Os01g21100	615
LOC_Os01g21110	660
LOC_Os01g21120	1010
LOC_Os01g21130	695
LOC_Os01g21135	1769
LOC_Os01g21144	2753
LOC_Os01g21160	3083
LOC_Os01g21170	1267
LOC_Os01g21180	1001
LOC_Os01g21190	3489
LOC_Os01g21200	285
LOC_Os01g21210	5586
LOC_Os01g21220	438
LOC_Os01g21230	528
LOC_Os01g21240	2622
LOC_Os01g21250	282
LOC_Os01g21260	297
LOC_Os01g21270	1011
LOC_Os01g21280	801
LOC_Os01g21290	2361
LOC_Os01g21300	1534
LOC_Os01g21310	753
LOC_Os01g21320	1820
LOC_Os01g21340	402
LOC_Os01g21350	1347
LOC_Os01g21360	2544
LOC_Os01g21370	375
LOC_Os01g21380	1245
LOC_Os01g21390	312
LOC_Os01g21400	1278
LOC_Os01g21410	1079
LOC_Os01g21420	1504
LOC_Os01g21430	555
LOC_Os01g21440	837
LOC_Os01g21450	3534
LOC_Os01g21480	699
LOC_Os01g21490	1680
LOC_Os01g21500	1164
LOC_Os01g21510	3402
LOC_Os01g21520	285
LOC_Os01g21530	2988
LOC_Os01g21536	4482
LOC_Os01g21542	453
LOC_Os01g21550	447
LOC_Os01g21560	1430
LOC_Os01g21570	129
LOC_Os01g21580	710
LOC_Os01g21585	515
LOC_Os01g21590	1644
LOC_Os01g21600	3081
LOC_Os01g21610	1347
LOC_Os01g21620	570
LOC_Os01g21630	2340
LOC_Os01g21640	603
LOC_Os01g21650	1610
LOC_Os01g21660	300
LOC_Os01g21670	1895
LOC_Os01g21680	171
LOC_Os01g21690	2739
LOC_Os01g21700	312
LOC_Os01g21710	1611
LOC_Os01g21720	936
LOC_Os01g21730	291
LOC_Os01g21740	530
LOC_Os01g21750	342
LOC_Os01g21760	420
LOC_Os01g21770	625
LOC_Os01g21780	1098
LOC_Os01g21790	153
LOC_Os01g21800	270
LOC_Os01g21810	933
LOC_Os01g21820	3496
LOC_Os01g21830	297
LOC_Os01g21840	4833
LOC_Os01g21850	3486
LOC_Os01g21860	960
LOC_Os01g21870	366
LOC_Os01g21880	381
LOC_Os01g21890	502
LOC_Os01g21900	476
LOC_Os01g21920	960
LOC_Os01g21930	330
LOC_Os01g21934	1208
LOC_Os01g21940	2009
LOC_Os01g21950	198
LOC_Os01g21960	2388
LOC_Os01g21970	1811
LOC_Os01g21980	261
LOC_Os01g21990	2095
LOC_Os01g22000	1610
LOC_Os01g22010	2191
LOC_Os01g22030	366
LOC_Os01g22039	1641
LOC_Os01g22050	3405
LOC_Os01g22070	2652
LOC_Os01g22080	810
LOC_Os01g22090	2772
LOC_Os01g22100	1569
LOC_Os01g22110	2115
LOC_Os01g22120	1134
LOC_Os01g22129	144
LOC_Os01g22140	1971
LOC_Os01g22150	753
LOC_Os01g22170	5466
LOC_Os01g22180	4140
LOC_Os01g22190	3822
LOC_Os01g22200	1335
LOC_Os01g22209	1641
LOC_Os01g22220	261
LOC_Os01g22230	1499
LOC_Os01g22249	1393
LOC_Os01g22270	3786
LOC_Os01g22280	1122
LOC_Os01g22289	264
LOC_Os01g22300	1350
LOC_Os01g22309	264
LOC_Os01g22320	438
LOC_Os01g22336	1132
LOC_Os01g22352	1490
LOC_Os01g22370	1394
LOC_Os01g22380	728
LOC_Os01g22390	5572
LOC_Os01g22400	1372
LOC_Os01g22410	3144
LOC_Os01g22420	6087
LOC_Os01g22430	1374
LOC_Os01g22440	459
LOC_Os01g22450	252
LOC_Os01g22480	3913
LOC_Os01g22490	895
LOC_Os01g22500	1222
LOC_Os01g22510	1133
LOC_Os01g22520	2067
LOC_Os01g22530	171
LOC_Os01g22540	630
LOC_Os01g22550	2138
LOC_Os01g22560	1056
LOC_Os01g22570	783
LOC_Os01g22590	2491
LOC_Os01g22600	1836
LOC_Os01g22609	69
LOC_Os01g22620	1278
LOC_Os01g22630	3497
LOC_Os01g22640	1926
LOC_Os01g22650	429
LOC_Os01g22660	3666
LOC_Os01g22670	1863
LOC_Os01g22680	1172
LOC_Os01g22700	654
LOC_Os01g22710	1626
LOC_Os01g22720	876
LOC_Os01g22730	1050
LOC_Os01g22740	3072
LOC_Os01g22750	5961
LOC_Os01g22760	987
LOC_Os01g22770	318
LOC_Os01g22780	1600
LOC_Os01g22794	1602
LOC_Os01g22810	216
LOC_Os01g22820	255
LOC_Os01g22830	2274
LOC_Os01g22840	2823
LOC_Os01g22850	864
LOC_Os01g22860	252
LOC_Os01g22870	1108
LOC_Os01g22880	513
LOC_Os01g22890	3921
LOC_Os01g22900	2709
LOC_Os01g22910	1395
LOC_Os01g22920	531
LOC_Os01g22930	435
LOC_Os01g22954	1984
LOC_Os01g22980	2235
LOC_Os01g22990	3337
LOC_Os01g23000	582
LOC_Os01g23010	285
LOC_Os01g23020	5388
LOC_Os01g23040	4995
LOC_Os01g23050	495
LOC_Os01g23060	204
LOC_Os01g23070	2046
LOC_Os01g23080	843
LOC_Os01g23090	2484
LOC_Os01g23100	981
LOC_Os01g23110	516
LOC_Os01g23120	3201
LOC_Os01g23130	3795
LOC_Os01g23144	1518
LOC_Os01g23160	1455
LOC_Os01g23180	654
LOC_Os01g23190	846
LOC_Os01g23200	4338
LOC_Os01g23210	1521
LOC_Os01g23219	303
LOC_Os01g23230	759
LOC_Os01g23239	303
LOC_Os01g23248	123
LOC_Os01g23260	183
LOC_Os01g23270	1710
LOC_Os01g23280	1020
LOC_Os01g23290	1785
LOC_Os01g23300	273
LOC_Os01g23310	516
LOC_Os01g23320	747
LOC_Os01g23330	3093
LOC_Os01g23340	312
LOC_Os01g23350	279
LOC_Os01g23360	1749
LOC_Os01g23370	2199
LOC_Os01g23380	2888
LOC_Os01g23390	165
LOC_Os01g23400	375
